Dialogue_ID,Topic,Text,Acts,Emotions
7290,Relationship,"[{""role"": ""user"", ""content"": ""Hey . I'm a visitor from China . I love your music . It's the best I've ever heard . Will you please spare a little bit of time for me ?""}, {""role"": ""assistant"", ""content"": ""Sure . Thank you for saying that . Actually , those songs were sung for the first time today . I wrote them in the past two months .""}, {""role"": ""user"", ""content"": ""Oh , you wrote them all by yourself . That's amazing ! Are you a regular singer here ?""}, {""role"": ""assistant"", ""content"": ""You can say that . But my band and I also sing regularly in several other places , too .""}, {""role"": ""user"", ""content"": ""Cool . Your guitar skills are very impressive . How did you learn to play like that ?""}, {""role"": ""assistant"", ""content"": ""I picked up guitar at an early age , maybe around 8 years old . Afterward , I taught myself by listening to some records of top players .""}, {""role"": ""user"", ""content"": ""Wow , that's unbelievable ! You play so well , but you've never been to a real teacher . You will definitely be famous in the near future .""}]","directive, commissive, question, inform, question, inform, inform","no emotion, happiness, surprise, no emotion, happiness, no emotion, surprise"
7292,Relationship,"[{""role"": ""user"", ""content"": ""Wow , there are so many lanterns to appreciate . Now , I can see why it's called the Lantern Festival . It deserves its name .""}, {""role"": ""assistant"", ""content"": ""Yeah . People always enjoy the lighted lanterns and the gala performances .""}, {""role"": ""user"", ""content"": ""What are they doing over there ? People keep on gathering there .""}, {""role"": ""assistant"", ""content"": ""Did you notice the characters on the lanterns ?""}, {""role"": ""user"", ""content"": ""Sure . But you know that I can't read any Chinese characters . What do they say ?""}, {""role"": ""assistant"", ""content"": ""They are puzzles . It's a tradition to solve the puzzles on the lanterns during the Lantern Festival .""}, {""role"": ""user"", ""content"": ""Very interesting . But I'm afraid we'd better do something else . Hey , look ! There is a huge lantern there . Let's get close to it .""}, {""role"": ""assistant"", ""content"": ""It's really eye-catching . It's the biggest dragon lantern I've ever seen in all my life .""}, {""role"": ""user"", ""content"": ""Really ? Then I'm really lucky . Oh , it's spewing fireworks from its huge mouth .""}, {""role"": ""assistant"", ""content"": ""Very impressive . It's made of glass which makes it even brighter .""}, {""role"": ""user"", ""content"": ""There are many Chinese characters on its body , too . What are they about ? Puzzles ?""}, {""role"": ""assistant"", ""content"": ""Let me have a look . Oh , no . They are Chinese poems which describe this happy scene .""}]","inform, inform, question, question, question, inform, inform, inform, question, inform, question, inform","happiness, happiness, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, surprise, happiness, no emotion, happiness"
7294,Relationship,"[{""role"": ""user"", ""content"": ""May , look , what's that in the cage ?""}, {""role"": ""assistant"", ""content"": ""Don't you know that ? It's panda .""}, {""role"": ""user"", ""content"": ""Of course I know . I just can't see it very well .""}, {""role"": ""assistant"", ""content"": ""OK , then put on your glasses , and do you know what does the panda eat ?""}, {""role"": ""user"", ""content"": ""Of course , Bamboo !""}, {""role"": ""assistant"", ""content"": ""That's right .""}, {""role"": ""user"", ""content"": ""I also know they are given to other countries as gifts for friendship .""}, {""role"": ""assistant"", ""content"": ""You sound quite knowledgeable .""}, {""role"": ""user"", ""content"": ""Not really , panda is my favorite animal .""}, {""role"": ""assistant"", ""content"": ""Actually , it likes milk too .""}, {""role"": ""user"", ""content"": ""Any way , in a word , panda is our friend .""}, {""role"": ""assistant"", ""content"": ""Do you know other famous animals in the world ?""}, {""role"": ""user"", ""content"": ""Yeah , let me think , the kangaroo and koala bear from Australia are very famous .""}, {""role"": ""assistant"", ""content"": ""That's right . OK , let's move on .""}]","question, question, inform, question, inform, inform, inform, inform, inform, inform, inform, question, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
7296,Relationship,"[{""role"": ""user"", ""content"": ""I've heard The Hitchhiker would be on next week . I want to see it .""}, {""role"": ""assistant"", ""content"": ""Is it horror movie ?""}, {""role"": ""user"", ""content"": ""Yeah , I love horror movies the most . Would you like to go with me next weekend ?""}, {""role"": ""assistant"", ""content"": ""No way . I will be scared out of my wits .""}, {""role"": ""user"", ""content"": ""Well , What kind of movies do you like ?""}, {""role"": ""assistant"", ""content"": ""Er , let me see . Romance , comedy , documentary , action , science fiction , cartoon and so on .""}, {""role"": ""user"", ""content"": ""In a word , you like all the movies except for the horror movies .""}, {""role"": ""assistant"", ""content"": ""Yeah , It seems like we don't talk the same language as far as movies are concerned .""}, {""role"": ""user"", ""content"": ""Not quite . I also like romance and comedy movies very much .""}, {""role"": ""assistant"", ""content"": ""The Terminal is a movie of this type .""}, {""role"": ""user"", ""content"": ""So we can relax now .""}, {""role"": ""assistant"", ""content"": ""Yeah , I could hardly wait to see it .""}]","inform, question, directive, commissive, question, inform, inform, inform, inform, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7297,Relationship,"[{""role"": ""user"", ""content"": ""How time flies !""}, {""role"": ""assistant"", ""content"": ""May and Danny have already grown up .""}, {""role"": ""user"", ""content"": ""I can still remember our first date .""}, {""role"": ""assistant"", ""content"": ""Look at that big tree over there .""}, {""role"": ""user"", ""content"": ""Yeah , oh my god ! It's still there . We have our first date right on there .""}, {""role"": ""assistant"", ""content"": ""Do you know that I fell in love with you at the first sight .""}, {""role"": ""user"", ""content"": ""You were dull at that time .""}, {""role"": ""assistant"", ""content"": ""But you agreed to go out with me at last .""}, {""role"": ""user"", ""content"": ""I can't believe this for it's been 20 years since we got married .""}]","inform, inform, inform, inform, inform, question, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness"
7298,Relationship,"[{""role"": ""user"", ""content"": ""Look , Forest Gump is on at six thirty .""}, {""role"": ""assistant"", ""content"": ""Really ? It was on in 1994 for the first time . And it is really a classic .""}, {""role"": ""user"", ""content"": ""Yeah , I am very impressed with Tom Hanks ' performance in the movie .""}, {""role"": ""assistant"", ""content"": ""I am also impressed with the lines in the movie .""}, {""role"": ""user"", ""content"": ""Life is like a box of chocolates , you never know what you're gonna get .""}, {""role"": ""assistant"", ""content"": ""That's my favorite .""}, {""role"": ""user"", ""content"": ""You know , it also won 6 Oscar awards in 1995 . Unbelievable !""}, {""role"": ""assistant"", ""content"": ""It deserves . That film can give us a lot of inspiration .""}, {""role"": ""user"", ""content"": ""Yes , the Forrest's experience can encourage the people in trouble .""}, {""role"": ""assistant"", ""content"": ""All in all , it will never lose its appeal .""}, {""role"": ""user"", ""content"": ""Gucci , I have an idea . Do you want to see this movie together ?""}, {""role"": ""assistant"", ""content"": ""Sure . Now you are talking .""}]","inform, question, inform, inform, inform, inform, inform, inform, inform, inform, directive, commissive","happiness, surprise, happiness, happiness, happiness, happiness, surprise, happiness, happiness, happiness, happiness, happiness"
7299,Relationship,"[{""role"": ""user"", ""content"": ""Hey , May . How about getting together for a movie tonight ?""}, {""role"": ""assistant"", ""content"": ""Sure . What's playing ?""}, {""role"": ""user"", ""content"": ""Well , Let me check the newspaper . What about The Terminal ?""}, {""role"": ""assistant"", ""content"": ""Wow , it stars Catherine Zeta-Jones , my favorite actress .""}, {""role"": ""user"", ""content"": ""Well , birds of a feather flock together . I like her too . She was in a lot of dramas .""}, {""role"": ""assistant"", ""content"": ""She is so beautiful and elegant . And she is famous for her fine acting .""}, {""role"": ""user"", ""content"": ""What's more , she doesn't have scandals . And she likes to take part in the charitable activities .""}, {""role"": ""assistant"", ""content"": ""Who is the director ?""}, {""role"": ""user"", ""content"": ""Steven Spielberg . Another superstar .""}, {""role"": ""assistant"", ""content"": ""Yes , a legend , also . I still remember , his movies , Jurassic Park and Schindler's List got him nine Oscar awards in 1994 .""}, {""role"": ""user"", ""content"": ""Can you introduce the story of The Terminal briefly ?""}, {""role"": ""assistant"", ""content"": ""It tells a romantic and humorous love story .""}, {""role"": ""user"", ""content"": ""This is really exciting movie . Lets go to this one .""}]","directive, question, directive, commissive, inform, inform, inform, question, inform, inform, question, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, no emotion, no emotion, happiness"
7302,Relationship,"[{""role"": ""user"", ""content"": ""Nice weather , honey !""}, {""role"": ""assistant"", ""content"": ""The days are getting longer !""}, {""role"": ""user"", ""content"": ""May and Daniel often like this kind of weather .""}, {""role"": ""assistant"", ""content"": ""Yeah , they can enjoy themselves in the day time and it is not so hot .""}, {""role"": ""user"", ""content"": ""Honey , how about taking them to the beach this weekend ?""}, {""role"": ""assistant"", ""content"": ""That's great !""}, {""role"": ""user"", ""content"": ""Since last time we've climbed the mountain , we haven't gone out for a long time .""}, {""role"": ""assistant"", ""content"": ""And this kind of weather is rare for the season either .""}, {""role"": ""user"", ""content"": ""Yes , I remember last year this time , the weather is so hot .""}, {""role"": ""assistant"", ""content"": ""So we must seize this chance to go the beach .""}, {""role"": ""user"", ""content"": ""Daniel loves the beach very much !""}, {""role"": ""assistant"", ""content"": ""He will enjoy himself this weekend .""}]","inform, inform, inform, inform, directive, commissive, inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness"
7327,Relationship,"[{""role"": ""user"", ""content"": ""Thanks for offering to give me a lift . I'm looking forward to this party , but I didn't want to go alone .""}, {""role"": ""assistant"", ""content"": ""Don't mention it . It's my pleasure . Have you been to one of these large , sit-down dinner parties since you got to New Haven ?""}, {""role"": ""user"", ""content"": ""No , this is my first . Last week I went to a cookout 5 for new professors at Dean Barksdale's home . I took a taxi because I didn't want to be late . But I was the first one there .""}, {""role"": ""assistant"", ""content"": ""I'll bet you were a little embarrassed .""}, {""role"": ""user"", ""content"": ""You're right . The invitation said two to seven . I was there at two o'clock , but most people didn't arrive until three or four . They didn't start cooking until five o ’ clock .""}, {""role"": ""assistant"", ""content"": ""Cookouts often start slowly . A two o'clock start means you arrive any time after two .""}, {""role"": ""user"", ""content"": ""Thanks for telling me this .""}, {""role"": ""assistant"", ""content"": ""I was late getting back from the mall , but I'm hurrying .""}, {""role"": ""user"", ""content"": ""Why are you in such a hurry ? They said , Dinner at eight , and it's only seven-fifteen . I don't want to be the first one there again .""}, {""role"": ""assistant"", ""content"": ""Don't worry . We won't be the first .""}]","inform, question, inform, inform, inform, inform, inform, inform, question, inform","happiness, happiness, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, no emotion"
7328,Relationship,"[{""role"": ""user"", ""content"": ""Merry Christmas !""}, {""role"": ""assistant"", ""content"": ""Huh ?""}, {""role"": ""user"", ""content"": ""I said Merry Christmas ! Don't you know that Christmas is almost here ?""}, {""role"": ""assistant"", ""content"": ""It is ? Oh , that's nice .""}, {""role"": ""user"", ""content"": ""Huh ? Didn't you know ? Aren't you excited ?""}, {""role"": ""assistant"", ""content"": ""Actually , I'd forgotten about it .""}, {""role"": ""user"", ""content"": ""Forgotten about it ? How could you ?""}, {""role"": ""assistant"", ""content"": ""Because I'm not Christian , I'm Jewish .""}, {""role"": ""user"", ""content"": ""Oh , I'm sorry . I didn't know .""}, {""role"": ""assistant"", ""content"": ""It's all right . There are so many Christians in America that everybody takes it for granted that I'm Christian .""}, {""role"": ""user"", ""content"": ""I guess so . So what do you do around this time of year ?""}, {""role"": ""assistant"", ""content"": ""Well , I'll celebrate Hanukah soon , but that's not as important to us as Christmas is to you . Mainly I'll just enjoy the holiday break .""}, {""role"": ""user"", ""content"": ""Well , would you be horribly offended if I invited you to a Christmas party at my house ?""}, {""role"": ""assistant"", ""content"": ""Not at all . A party is a party . I'll be happy to come .""}]","inform, question, question, question, question, inform, question, inform, inform, inform, question, inform, directive, commissive","happiness, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
7330,Relationship,"[{""role"": ""user"", ""content"": ""Thank you for showing me your offices , Mr . Becker . I can see why Washington bureaucrats enjoy their jobs .""}, {""role"": ""assistant"", ""content"": ""Why do you say that ?""}, {""role"": ""user"", ""content"": ""The city is beautiful , the off ... , the offices are modern and comfortable , and the work is so interesting .""}, {""role"": ""assistant"", ""content"": ""Many people work for the federal government their entire adult lives . Government service can be a rewarding and secure career .""}, {""role"": ""user"", ""content"": ""Do you mean financially rewarding ?""}, {""role"": ""assistant"", ""content"": ""Well , many positions pay salaries that are comparable to those in private industries .""}, {""role"": ""user"", ""content"": ""I've always thought that most bureaucrats are lazy .""}, {""role"": ""assistant"", ""content"": ""Sometimes that's true , but not usually . Most feds are honest , hard-working professionals . It ’ s hard to keep highly trained people , so the pay and working conditions have to be attractive .""}, {""role"": ""user"", ""content"": ""How much do you make ?""}, {""role"": ""assistant"", ""content"": ""I'm a GS - 15 . That's high on the scale of workers , but even a GS - 1 is paid a living wage .""}]","inform, question, inform, inform, question, inform, inform, inform, question, inform","happiness, no emotion, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion"
7334,Relationship,"[{""role"": ""user"", ""content"": ""Where are you going ?""}, {""role"": ""assistant"", ""content"": ""I'll accompany my wife to the hospital .""}, {""role"": ""user"", ""content"": ""What's wrong with her .""}, {""role"": ""assistant"", ""content"": ""She is expecting .""}, {""role"": ""user"", ""content"": ""Congratulations to you .""}, {""role"": ""assistant"", ""content"": ""Thank you .""}]","question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, happiness, happiness, happiness"
7353,Relationship,"[{""role"": ""user"", ""content"": ""An interesting meeting , isn't it ?""}, {""role"": ""assistant"", ""content"": ""Yes , very . I thought the last speaker was especially good .""}, {""role"": ""user"", ""content"": ""Let me introduce myself , by the way . My name's Thomas Bradley .""}, {""role"": ""assistant"", ""content"": ""How do you do ? I'm Ted Nugent .""}, {""role"": ""user"", ""content"": ""Sorry , what was your last name again ?""}, {""role"": ""assistant"", ""content"": ""It's Nugent , N-U-G-E-N-T , but just call me Ted .""}, {""role"": ""user"", ""content"": ""Ok , I'm Tom .""}, {""role"": ""assistant"", ""content"": ""Glad to meet you .""}, {""role"": ""user"", ""content"": ""And what do you do , Ted ?""}, {""role"": ""assistant"", ""content"": ""Me ? I'm in the car business .""}, {""role"": ""user"", ""content"": ""Salesman ?""}, {""role"": ""assistant"", ""content"": ""Yes , that's right . And how about you ?""}, {""role"": ""user"", ""content"": ""I work for American Airlines .""}, {""role"": ""assistant"", ""content"": ""Oh , really ? What do you do there exactly ?""}, {""role"": ""user"", ""content"": ""I'm in the Personnel Department .""}]","question, inform, inform, question, question, inform, inform, inform, question, inform, question, question, inform, question, inform","happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion"
7355,Relationship,"[{""role"": ""user"", ""content"": ""When can we expect you and your daughter for dinner ? Next Saturday ?""}, {""role"": ""assistant"", ""content"": ""Next Saturday ? I ’ m sorry . I ’ Ve promised to go to a Chinese Opera with my daughter .""}, {""role"": ""user"", ""content"": ""How about Sunday then ?""}, {""role"": ""assistant"", ""content"": ""Yes , Sunday sounds fine . What time ?""}, {""role"": ""user"", ""content"": ""Does 6 thirty suit you ?""}, {""role"": ""assistant"", ""content"": ""It suits us fine . We ’ ll see you then .""}, {""role"": ""user"", ""content"": ""Thanks , goodbye .""}]","directive, commissive, question, question, question, inform, inform","no emotion, no emotion, no emotion, happiness, happiness, happiness, happiness"
7356,Relationship,"[{""role"": ""user"", ""content"": ""Hi , dear , do you know what the important day is today ?""}, {""role"": ""assistant"", ""content"": ""I don ’ t know .""}, {""role"": ""user"", ""content"": ""Please think it over .""}, {""role"": ""assistant"", ""content"": ""Oh , I see .""}, {""role"": ""user"", ""content"": ""Come on , dear . I know you mustn ’ t forget it .""}, {""role"": ""assistant"", ""content"": ""It ’ s Saturday , a great weekend .""}, {""role"": ""user"", ""content"": ""Ur , you really let me down .""}, {""role"": ""assistant"", ""content"": ""Don ’ t be angry with me . I have a bad memory .""}, {""role"": ""user"", ""content"": ""No , you haven ’ t . You just don ’ t care about me . You ’ re an indifferent husband .""}, {""role"": ""assistant"", ""content"": ""What day is it on earth ?""}, {""role"": ""user"", ""content"": ""It ’ s an anniversary of our weeding .""}]","question, inform, inform, inform, inform, inform, inform, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, anger, no emotion, anger, no emotion, no emotion"
7358,Relationship,"[{""role"": ""user"", ""content"": ""Do I need a visa ?""}, {""role"": ""assistant"", ""content"": ""No , I shouldn ’ t think so . But you must take your passport of course .""}, {""role"": ""user"", ""content"": ""Yes , I know . I must get my traveler ’ s check and some foreign currency .""}, {""role"": ""assistant"", ""content"": ""Yes , you need the traveler ’ s check but you needn ’ t get any foreign currency . You can have my US Dollars , I don ’ t need them .""}, {""role"": ""user"", ""content"": ""Really ? That ’ s very good of you , Helen . But I must get a new suitcase , my old one needs repairing .""}, {""role"": ""assistant"", ""content"": ""You needn ’ t buy one . You can have mine .""}, {""role"": ""user"", ""content"": ""That ’ s very kind of you , Helen . I hope you don ’ t mind my leaving you like this . I need a holiday . It won ’ t be long .""}, {""role"": ""assistant"", ""content"": ""Don ’ t be silly , John . I ’ m going with you . It ’ s necessary for me to have a holiday too .""}]","question, inform, inform, directive, commissive, directive, commissive, inform","no emotion, no emotion, no emotion, no emotion, surprise, happiness, happiness, happiness"
7359,Relationship,"[{""role"": ""user"", ""content"": ""That was a great party . Thanks for staying behind to help me clear up .""}, {""role"": ""assistant"", ""content"": ""It certainly was a great party . It ’ s a pity that a glass and a plate got broken and someone spilled a drink over here .""}, {""role"": ""user"", ""content"": ""I expected that something might get broken . That doesn ’ t bother me . That spilled drink won ’ t leave a stain , will it ?""}, {""role"": ""assistant"", ""content"": ""I doubt it , I'll deal with it right away . Luckily it wasn ’ t a glass of red wine , I ’ ll just get a bowl of water and a cloth .""}, {""role"": ""user"", ""content"": ""I ’ m going to put all the rubbish into this big plastic bag .""}, {""role"": ""assistant"", ""content"": ""Afterwards , we can do the washing up together . Everything will be finished within an hour . Your friend Keith is really funny . I liked his magic tricks .""}, {""role"": ""user"", ""content"": ""Yes , he ’ s very good .. isn ’ t he ? He told some funny stories too .""}, {""role"": ""assistant"", ""content"": ""Amanda told some very funny jokes . At the beginning of the party , she was being very serious .""}, {""role"": ""user"", ""content"": ""I think that she had a litter too much of the punch .""}, {""role"": ""assistant"", ""content"": ""What did you put in that punch ? It tasted great , but was quite strong .""}, {""role"": ""user"", ""content"": ""That ’ s my little secret . Did you like the snacks that I prepared ?""}, {""role"": ""assistant"", ""content"": ""Very much . The birthday cake was delicious , wasn ’ t it ? Emily told me that she and karen made it themselves .""}, {""role"": ""user"", ""content"": ""That cake tasted so good ! It disappeared within minutes , so I think everyone liked it a lot . How ’ s that stain ?""}, {""role"": ""assistant"", ""content"": ""All cleaned up . Are you ready to start on the washing up ?""}]","inform, inform, question, inform, inform, inform, question, inform, inform, question, question, inform, question, question","happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion"
7366,Relationship,"[{""role"": ""user"", ""content"": ""What ’ s your city like ?""}, {""role"": ""assistant"", ""content"": ""It ’ s quite an interesting place to live . The best thing to do in my city is go shopping . There are several indoor and outdoor markets , department stores and shopping malls .""}, {""role"": ""user"", ""content"": ""Is the traffic bad in the city centre ?""}, {""role"": ""assistant"", ""content"": ""Not really . Cars are not permitted in several parts of city centre , especially in the main shopping areas . The public transport system is pretty good .""}, {""role"": ""user"", ""content"": ""What about restaurants and entertainment ?""}, {""role"": ""assistant"", ""content"": ""There are restaurants with food from all over the world . We have a small china-town near the city centre . There are many Indian , Thai , and Italian restaurants all over the city centre . There are many sports events in my city . We have several sports venues for football , rugby , and cricket-even ice-skating and ice hockey .""}, {""role"": ""user"", ""content"": ""Is there a lot of nightlife in your city ?""}, {""role"": ""assistant"", ""content"": ""There are several good clubs near the city centre . Many people in my city prefer something more ’ cultural ” , so we several theatres and venues for classical music concerts and operas .""}, {""role"": ""user"", ""content"": ""It sounds like a really exciting city to live in .""}, {""role"": ""assistant"", ""content"": ""It is . I hope you ’ ll have time to come for a visit soon . You really should come during the summer , when the weather is better and there ’ s more happening outdoors .""}]","question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7367,Relationship,"[{""role"": ""user"", ""content"": ""Aren ’ t you interested in watching the Olympics ? There have been some excellent performances by athletes from all over the world .""}, {""role"": ""assistant"", ""content"": ""I just don ’ t find it very interesting .""}, {""role"": ""user"", ""content"": ""I think it ’ s wonderful to see people from all over the world taking part in such a great event .""}, {""role"": ""assistant"", ""content"": ""I think that for a lot of people , it ’ s just a way to try and show their country is better than other countries .""}, {""role"": ""user"", ""content"": ""I think the Olympics help to promote world peace .""}, {""role"": ""assistant"", ""content"": ""I ’ m not sure about that . We still have many wars in the world . I think that the idea behind the Olympics is a good one , but the reality is that during the Olympics countries compete . There ’ s no real spirit of cooperation and people are usually not very friendly to each other .""}, {""role"": ""user"", ""content"": ""You are so pessimistic ! The Olympics is a great opportunity for athletes to demonstrate their speed , skill , agility and strength . Most people hope to see someone from their country win , but I think that they are just happy to see good performances by any athlete .""}, {""role"": ""assistant"", ""content"": ""Well . I think that the most amazing performances are by athletes who participate in the Paralympics .""}, {""role"": ""user"", ""content"": ""Now there we are in agreement !""}]","question, inform, inform, inform, inform, inform, inform, inform, inform","happiness, no emotion, happiness, no emotion, happiness, no emotion, no emotion, happiness, happiness"
7369,Relationship,"[{""role"": ""user"", ""content"": ""Do you have a copy of today ’ s newspaper ? I want to check the results from the world athletics championship .""}, {""role"": ""assistant"", ""content"": ""Yes , I ‘ m just reading them myself . It ’ s been a great competition . We got gold medals in three events .""}, {""role"": ""user"", ""content"": ""Yes , we won the men ’ s 110 metres hurdles . I watched that on TV . What other events did we win ?""}, {""role"": ""assistant"", ""content"": ""We won the men ’ s high jump and the women ’ s 1500 meters .""}, {""role"": ""user"", ""content"": ""That ’ s great . Those athletes must train for years to get into peak physical condition . They must be terribly disappointed if they don ’ t win .""}, {""role"": ""assistant"", ""content"": ""The woman who won the 1500 meters also broke the world record by 2 seconds .""}, {""role"": ""user"", ""content"": ""That ’ s amazing ! Were any other records broken ?""}, {""role"": ""assistant"", ""content"": ""A Russian man broke the discus record by a centimeters . Out best athlete broke his personal best in the long jump , but it only got him third place .""}, {""role"": ""user"", ""content"": ""Did you see the final of the men ’ s 100 metres ? It was very exciting . One competitor made two false starts .""}, {""role"": ""assistant"", ""content"": ""Was he disqualified ?""}, {""role"": ""user"", ""content"": ""Yes , he was . I imagine he must be very angry with himself for that .""}]","question, inform, question, inform, inform, inform, question, inform, question, question, inform","no emotion, no emotion, no emotion, no emotion, happiness, no emotion, surprise, no emotion, no emotion, no emotion, no emotion"
7370,Relationship,"[{""role"": ""user"", ""content"": ""I was just watching a documentary on TV about how people use dogs for various purpose . It was very interesting .""}, {""role"": ""assistant"", ""content"": ""I love dogs . They have been used as guards for centuries . Nowadays , they are often used to find illegal drugs and bombs by the police and customs officers .""}, {""role"": ""user"", ""content"": ""The documentary also pointed out that they are used by shepherds to round up sheep and by rescue workers to find people trapped under rubble or snow .""}, {""role"": ""assistant"", ""content"": ""Horses are useful to people too . We use them for sports and recreation .""}, {""role"": ""user"", ""content"": ""Don ’ t forget that horses are still used in many countries to pull ploughs and carts .""}, {""role"": ""assistant"", ""content"": ""Can you ride a horse ?""}, {""role"": ""user"", ""content"": ""Yes , I can . I don ’ t ride regularly though . How about you ?""}, {""role"": ""assistant"", ""content"": ""I can ride too . Perhaps we could go horse riding together at the weekend ?""}, {""role"": ""user"", ""content"": ""What a good idea !""}]","inform, inform, inform, inform, inform, question, question, directive, commissive","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7373,Relationship,"[{""role"": ""user"", ""content"": ""What do you think of the way people use and treat animals ?""}, {""role"": ""assistant"", ""content"": ""I think most people treat animals well , but we are often cruel to animals . When we raise animals for food , the conditions they live in are often poor .""}, {""role"": ""user"", ""content"": ""Perhaps people should stop eating animals . We could grow more crops .""}, {""role"": ""assistant"", ""content"": ""What would you do with all the animals ? You couldn ’ t just let them go . Besides , some people would still hunt them . Meat has become an integral part of our diet .""}, {""role"": ""user"", ""content"": ""We could provide them with better conditions anyway . We should certainly try to improve the conditions at zoos . We should try to recreate the natural conditions as much as possible .""}, {""role"": ""assistant"", ""content"": ""That ’ s true . I think zoo are a good idea , because they allow people to get close to animals . I think it ’ s good for kids to see wild animals .""}, {""role"": ""user"", ""content"": ""I agree . I ’ m an adult and I love going to the zoo . I don ’ t like animals experiments though . I believe that we can do tests in other ways .""}, {""role"": ""assistant"", ""content"": ""I read that the number of animals being used in experiments is falling dramatically as new techniques are being introduced .""}, {""role"": ""user"", ""content"": ""That ’ s good news . The good thing is that most people treat their pets well .""}, {""role"": ""assistant"", ""content"": ""Sometimes you read about people who have been cruel to pets or other animals , but those stories are rare .""}, {""role"": ""user"", ""content"": ""Have you every given money to any of the charities that take care of animals .""}, {""role"": ""assistant"", ""content"": ""Yes , I have . They do an excellent job .""}]","question, inform, inform, question, inform, inform, inform, inform, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, no emotion, happiness, no emotion, no emotion, happiness"
7375,Relationship,"[{""role"": ""user"", ""content"": ""Your garden is looking very beautiful this summer . The flowers are really colorful .""}, {""role"": ""assistant"", ""content"": ""Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?""}, {""role"": ""user"", ""content"": ""Yes , I do . Those are violets , aren ’ t they ?""}, {""role"": ""assistant"", ""content"": ""Yes , they are . This afternoon , I ’ m going to prune the hedge .""}, {""role"": ""user"", ""content"": ""The lower branches on that tree are hanging very low . Would you like me to cut them off for you ?""}, {""role"": ""assistant"", ""content"": ""Thank you ! That would be very kind of you . I have a saw in the garden shed .""}, {""role"": ""user"", ""content"": ""When the lower branches are removed , you ’ ll be able to sit under the tree .""}, {""role"": ""assistant"", ""content"": ""Tomorrow , I ’ ll cut the grass . Then the garden will look perfect .""}, {""role"": ""user"", ""content"": ""Just make sure children don ’ t play in the flower beds and destroy the flowers .""}]","inform, question, question, inform, directive, commissive, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness, no emotion"
7376,Relationship,"[{""role"": ""user"", ""content"": ""Good morning . I ’ m from the New York book review . Could I ask you some questions about your latest book ?""}, {""role"": ""assistant"", ""content"": ""Sure . Take a seat ... what would you like to know ?""}, {""role"": ""user"", ""content"": ""First , I ’ Ve heard that your latest book is based on a true story .""}, {""role"": ""assistant"", ""content"": ""That ’ s correct . It ’ s a murder mystery based on actual murders that book place in Florida several years ago . The main character-the police invesigator-is based on the man who investigated the case .""}, {""role"": ""user"", ""content"": ""How do you research your books ?""}, {""role"": ""assistant"", ""content"": ""I always visit the places that I use as setting for stories . Readers like things to be as factually correct as possible-even in fiction ! I usually base my characters on people I have met . Most character are a mixture of the characters of two or more people .""}, {""role"": ""user"", ""content"": ""I really like your books . I ’ Ve just finished this one . I read it from cover to cover in a single day . Congratulation on making the bestseller list yet again !""}, {""role"": ""assistant"", ""content"": ""Thank you . Let met sign it for you ... there you go .""}, {""role"": ""user"", ""content"": ""Oh ! Thank you very much . I heard that you are currently writing a collection of short stories . What are the stories about ?""}, {""role"": ""assistant"", ""content"": ""There ’ s a real mix of stories in the book . I haven ’ t finished all of them yet , though . Many of them are short detective stories , but there are also horror stories and sci-fi ones . If you give me your business card , I ’ ll make sure you get an advance copy to review .""}, {""role"": ""user"", ""content"": ""Thanks very much . I ’ m sure it will sell well . I can ’ t wait to read it . Here ’ s my card . Thank you for you time .""}]","question, question, inform, inform, question, inform, inform, inform, question, inform, inform","no emotion, no emotion, no emotion, happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness"
