Dialogue_ID,Topic,Text,Acts,Emotions
7505,Relationship,"How can I lose weight , doctor ? I seem to get fatter even when I just look at food ? __eou__ Well , Jim . It is a combination of how much you eat , the type of food you eat , and when you eat your meals . __eou__ I never eat breakfast though . __eou__ That's a big mistake , you should always have a good breakfast . You will not run your car without fuel , and yet you won't expect your body to work without food . __eou__ I never thought about it that way . __eou__ I bet you eat a large evening meal , then sit and watch TV or read a book . Then instead of burning off your energy , your body stores it as fat . __eou__ Oh doctor , I feel so foolish . __eou__ Well control is really using common sense when you plan your eating habits . __eou__ I know doctor , thank you so much . __eou__","question, inform, inform, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, happiness"
7506,Relationship,"Ahh ... What a fine day ! I do feel like an outdoor exercise . __eou__ How about taking a walk in the park ? __eou__ OK . It's delightful to have a walk in the park with the air so fresh . __eou__ Oh , it's so quiet here . We have the park to ourselves , only you and me ! __eou__ Don't you see many people over there ? Just on your left . __eou__ Oh , I see them . Some are doing Taijiquan , some are performing swordplay , some are practising the Chinese Wushu . __eou__ A growing keep-fit fever is sweeping over China . __eou__","inform, directive, commissive, inform, question, inform, inform","happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion"
7508,Relationship,"I'm so glad that the Spring Festival is near at hand . __eou__ Me too . I like the festival best of all . __eou__ Think of the big face down the eve , hmm . __eou__ And special TV programs , fire crackers and the games to play . __eou__ Hey , do you know any mystery belief serve the festival ? __eou__ Such as ? __eou__ You know why fire crackers are set off in festival . __eou__ Why ? To welcome the new year of course ? __eou__ And also to frighten away evil spirits . __eou__ Really ? __eou__ And my parents say the whole year will be as good or as bad as new year day itself and bad or rude words on the day will bring a bad year . __eou__ Oh , that's why my parents never scold me that day . They always try to avoid tears and quarrels . __eou__","inform, inform, inform, inform, question, question, inform, question, inform, question, inform, inform","happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, surprise, no emotion, no emotion"
7510,Relationship,"Going to the gym tonight , Mary ? __eou__ Yes , Sally . I want to do some sit-ups and perhaps get in a game of singsong . __eou__ That sounds like fun . Would you mind some company ? __eou__ I'd love it . Working out is more fun with a friend . __eou__ I'll get my things and meet you there . __eou__ Good . If you happen to see Jim and Bob on the way see if they would like a game of singsong . __eou__","question, inform, directive, commissive, inform, inform","no emotion, no emotion, happiness, happiness, happiness, happiness"
7511,Relationship,"Say , Jim , how about going for a few beers after dinner ? __eou__ You know that is tempting but is really not good for our fitness . __eou__ What do you mean ? It will help us to relax . __eou__ Do you really think so ? I don't . It will just make us fat and act silly . Remember last time ? __eou__ I guess you are right . But what shall we do ? I don't feel like sitting at home . __eou__ I suggest a walk over to the gym where we can play singsong and meet some of our friends . __eou__ That's a good idea . I hear Mary and Sally often go there to play singsong . Perhaps we can make a foursome with them . __eou__ Sounds great to me ! If they are willing , we could ask them to go dancing with us . That is excellent exercise and fun , too . __eou__ Good . Let's go now . __eou__ All right . __eou__","directive, commissive, directive, question, question, directive, commissive, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness, happiness, happiness"
7512,Relationship,"Hi charles , I want you know that I finally found an apartment in Haitian . __eou__ You did ? that is great ! __eou__ Yeah , I am having a party this saturday night , a sort of house warming , and i want to invite you . are you busy ? __eou__ No I am free , I will be there , what time the thing starting ? __eou__ Around seven . __eou__ Ok , great , should I bring anything ? __eou__ No , but thanks for offering , actually could you bring some fold-up chairs for people if you have any ? I am afraid not everyone's going to have a seat , do you have any ? __eou__ sure , I will be happy to bring a few , what is the address ? __eou__ Don't worry , I will come to pick you up at about 6 thirty . __eou__ Got it . __eou__","inform, question, directive, commissive, inform, directive, directive, commissive, inform, inform","no emotion, happiness, happiness, happiness, no emotion, happiness, happiness, happiness, happiness, happiness"
7513,Relationship,"Good morning Mike ! __eou__ Morning Sally ! What's up ? you seem many hurry ! __eou__ I am having an exam at 9 o'clock , It's already 8 thirty . __eou__ Don't worry , I'll drive you . __eou__ Thank you very much ! __eou__ How are your cases coming along ? __eou__ Very well , thanks , I will probably finish next week , but this is still a lot of work , I have been worked on in for six months , and i ' m so closed to end . I can fill in . __eou__ Wow , Good for you . It sounds like a lot of work . I'm proud of you ! Is this the red of building ? __eou__ Yes , It's only 8 forty . Thanks so much ! __eou__ You're welcome . Good luck , bye ! __eou__ Have a nice day , bye ! __eou__","inform, question, inform, directive, commissive, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, happiness, happiness, no emotion, happiness, no emotion, happiness, happiness, happiness"
7514,Relationship,"Yeah , I ’ Ve just moved here , and I ’ d like to activate my cell phone , and I ’ m not sure if I should go with a prepaid plan , or a monthly rate plan . __eou__ I see . Well , can I have a look at your phone ? Unfortunately , this phone can ’ t be used in the US , it ’ s not compatible with our 3G network . __eou__ What ? Really ? I don ’ t really want to have to buy a new phone . __eou__ Well , you ’ re in luck ! You see , if you sign up for our three-year plan , we ’ ll throw in a handset for free . __eou__ Really ? What ’ s the catch ? __eou__ There ’ s no catch ! You just choose a plan , sign a three-year contract and , that ’ s it ! Actually , we ’ re running a special promotion right now , and we ’ re giving away a Blackberry Curve with our special Mega Value forty dollar plan . __eou__ So what does this plan include ? __eou__ Well , you get nine hundred anytime minutes , and you can also enjoy free mobile to mobile calling to other Tel-Mobile clients , one thousand text messages per month , and unlimited evening and weekend minutes . Oh , and we also offer a rollover option . __eou__ Wow , all this for forty dollars per month ? __eou__ That ’ s right , plus the activation fee , the emergency services fee , the monthly service fee , oh , and any charges for extra minutes , and ... __eou__","inform, question, question, inform, question, inform, question, inform, question, inform","no emotion, no emotion, surprise, no emotion, surprise, no emotion, no emotion, no emotion, no emotion, no emotion"
7516,Relationship,"Welcome to our university ’ s fifties anniversary , Sir . Please have a seat . __eou__ Thank you . Wow , your school has so many honors . Congratulations ! __eou__ Thank you . __eou__ Excuse me . I wonder see Dean Mr . Lee first . I was wondering if could you tell me where his office is ? __eou__ Certainly . Mr . Lee ’ s office building at the south end of the campus , just beside the library . __eou__ Excuse me ? __eou__ Let me show you the way . Please follow me . __eou__ Thank you very much . It ’ s very kind of you . __eou__ My pleasure . __eou__ This is it ? __eou__ It ’ s up on the second floor . You have to use the stairs . The elevator isn ’ t working . __eou__","inform, inform, inform, question, inform, question, directive, commissive, inform, question, inform","happiness, happiness, happiness, no emotion, no emotion, no emotion, happiness, happiness, happiness, no emotion, no emotion"
7520,Relationship,"How do you know ? I thought Taiwanese people didn't have garage sales . __eou__ You're right . We're not really into used stuff . __eou__ Well , I've grown to like second-hand things . I wouldn't have gotten through university without them ! __eou__ There aren't many places that sell used things in Taiwan , besides auction websites . __eou__ I use those sites . Hey ! Let's go check out a flea market later . __eou__ Great ! I can teach you men a thing or two about shopping ! __eou__","question, inform, inform, inform, directive, commissive","no emotion, no emotion, no emotion, no emotion, fear, happiness"
7521,Relationship,"What do you think of this one ? __eou__ Eh , so so . __eou__ And this one ? Too flashy ? __eou__ Nah , not too flashy . __eou__ Hug ! And this sweater from my aunt ? Isn ’ t it hideous ? __eou__ I guess . __eou__ Are you even listening ? I ’ m trying to have a conversation with you . __eou__ And I ’ m trying to watch the game , but you ’ re yapping on about your new clothes ! __eou__ Well I have to decide which gifts to keep and which to exchange for better ones when I go to the Boxing Day sales this afternoon ! __eou__ Well could you do me the favor of making this quick ? It ’ s the third quarter and you ’ Ve been blabbering on since the first ! __eou__ Oh , your precious game . You watch the same game every year , and each year your beloved hometown team loses by at least three goals ! __eou__ Oh no you didn ’ t . You didn ’ t just insult the Sals-bury Seals , did you ? Why don ’ t you just . just go and return all of those stupid clothes and not come back until the sales are over ? __eou__ I might just ! Enjoy your stupid game ! __eou__","question, inform, question, inform, question, inform, question, inform, inform, inform, inform, question, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, anger, anger, anger, anger, anger, anger"
7523,Relationship,"Isn ’ t this great ? I always wanted to own a farm , live out in the country , grow my own food ! __eou__ This is very beautiful . Though I have to confess , I don ’ t know the first thing about farming ! __eou__ That ’ s fine ! Don ’ t worry about it ! __eou__ What was that ? __eou__ Relax , it was just a goat ! __eou__ And that ? __eou__ It ’ s just the cows that are grazing over there . We can milk them later . __eou__ What was that ? __eou__ Honey , seriously , It ’ s just a sheep . Relax ! Relax , that was just the horses and donkeys that are in the stable . __eou__ You know what ? I don ’ t think I can hack it here out in the countryside . I ’ m going back to the city ! __eou__","question, inform, inform, question, inform, question, inform, question, inform, inform","happiness, happiness, happiness, no emotion, happiness, no emotion, happiness, no emotion, happiness, no emotion"
7526,Relationship,"Thank you so much . I can't take this . __eou__ She will insist . It's a rosary . She has millions of them . Take it . __eou__ What did she mean just now about raising pigs ? __eou__ Oh ! My grandmother used to say “ raising pigs , raising kids ... at least you can eat the pigs . ” __eou__ Ha-ha . I get it . That's funny . Your cousin's a real sarcastic lady . __eou__ She likes to complain about her macho husband and her “ bambinos ” , but she loves them all dearly . __eou__","inform, inform, question, inform, inform, inform","happiness, no emotion, no emotion, no emotion, happiness, happiness"
7534,Relationship,"Our company's wei-ya is tomorrow night ! It's your first Chinese New Year in Taiwan--you must be excited ! __eou__ Excited ? What's there to be excited about ? It's just another company dinner , right ? __eou__ You have no idea ! There's a banquet with prizes , performances ... you name it ! __eou__ Really ? What kind of prizes ? __eou__ Well , I heard that last year Vivian from accounting won a new car ! __eou__ A new car ! You're kidding ! __eou__ No , really ! And she told me the secret to winning , wear red underwear ! __eou__ Wear red underwear ? ! Does that really work ? Are you going to try it ? __eou__ Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too ! __eou__ Gee , I don't think I own any red underwear , but I can buy some ! __eou__","inform, question, inform, question, inform, inform, inform, question, inform, inform","happiness, no emotion, happiness, surprise, happiness, surprise, happiness, surprise, happiness, no emotion"
7535,Relationship,"Hey , guys ! __eou__ Hi ! Nicole ! __eou__ How's business ? __eou__ Great . We can't keep up with the demand . __eou__ Wow ! I'm impressed ! __eou__ How about you ? __eou__ I quit my job as a food critic . __eou__ Then let me take you out to dinner to celebrate . __eou__","inform, inform, question, inform, inform, question, inform, inform","no emotion, no emotion, no emotion, happiness, surprise, no emotion, no emotion, happiness"
7538,Relationship,"Everything is now . I'm kind of sick of it . __eou__ Each ring has 3 small diamonds inside the band . __eou__ Oooh ! One for each of the zeros in 2000 ! Wow ! __eou__ Stop making fun of me . __eou__ So find a guy to marry and you can get one ! __eou__ I don't need a guy to buy a wedding ring ! __eou__ Oh , I see . You're going to wear one and pretend you're married to try to attract guys . __eou__","inform, inform, inform, inform, inform, inform, inform","happiness, no emotion, happiness, no emotion, happiness, no emotion, happiness"
7542,Relationship,"Congratulations , Vivian . You won the grand prize , again . __eou__ Isn't it just great ! I just knew I'd win ! __eou__ You did ? How ? Did you wear red underwear again this year ? __eou__ Not only that ! __eou__ Tell me ! Tell me ! What's your secret ? ! __eou__ OK , OK . I'll whisper it to you , but you have to promise not to tell anyone ! __eou__ What ? ! You did that ? ? ! ! ! __eou__","inform, question, question, inform, question, inform, question","happiness, happiness, surprise, no emotion, no emotion, no emotion, surprise"
7543,Relationship,"Oh , honey . You came . I'm so glad ! Why are you wearing a bonnet ? __eou__ Uh , just for fun . Happy Easter , Mom . We got you these Easter lilies . __eou__ They're beautiful . Taylor , you're so pale and skinny ! __eou__ Of course I'm pale . It's just now the beginning of spring . I don't have my summer tan yet . __eou__ I guess . Are you sure you're taking care of yourself ? __eou__ I'm fine , Mom . Remember Holly ? This is her roommate , Yi-jun .. __eou__","question, inform, inform, inform, question, inform","happiness, happiness, happiness, no emotion, no emotion, no emotion"
7548,Relationship,"I think I need a new notebook ... __eou__ Why ? Is there some new , cool computer out on the market ? __eou__ You bet there is . Feast your eyes on this puppy ! __eou__ That's a notebook ? __eou__ Believe it ! __eou__ It looks more like a toy , or a cool briefcase ! __eou__","inform, question, inform, question, inform, inform","no emotion, no emotion, no emotion, surprise, happiness, happiness"
7553,Relationship,Mrs . Schmidt ! What's happening ! __eou__ You'll never guess what happened today ! I went to the doctor after work and the doctor told me ... __eou__ And the doctor told you to start listening to Bach ? __eou__ No ... He told me I'm pregnant ! __eou__ Congratulations ! __eou__ And so I bought all these books on having kids and ... __eou__ And they said you should play classical music ? __eou__ How did you know ! They say listening to classical music can make your baby smarter ! __eou__,"question, inform, question, inform, inform, inform, question, inform","no emotion, no emotion, no emotion, happiness, happiness, happiness, no emotion, happiness"
7559,Relationship,"Where are we headed now ? __eou__ To a historic coffeehouse . It's got a little Mafia story to it . __eou__ Awesome . Was someone killed there ? __eou__ Oh , yeah , while he was eating , and he was a pretty famous Don . __eou__ Cool ! Is it safe for us to eat there though ? __eou__ Sure . In fact , nowadays , you'll see more tourists there than Italians . There are Mafia tours nowadays that go there to eat . __eou__","question, inform, question, inform, question, inform","no emotion, no emotion, happiness, no emotion, happiness, no emotion"
7563,Relationship,Welcome ! Sophia told us you were coming ! __eou__ Um ... It's wonderful to be here . Uh ... this place looks really cozy . __eou__ Thank you ! Your cheeks are as red as a tomato ! Are you shy ? __eou__ Maybe ... __eou__ Some of my grappa will cure your shyness . __eou__ Is that a kind of alcohol ? __eou__ It's a clear spirit we drink any time of the day . You will love it ! __eou__ Great . My face will turn even redder ! __eou__,"inform, inform, question, inform, inform, question, inform, inform","happiness, happiness, happiness, no emotion, no emotion, no emotion, happiness, happiness"
7577,Relationship,"Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing . __eou__ It sounds cool . The rhythms look really difficult . __eou__ They basically turn their bodies into drums . There's a national step competition every year . __eou__ Well , black people are supposed to be great dancers . __eou__ Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus . __eou__ Ha-ha ! You got me there ! __eou__","question, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness"
7581,Relationship,"Oh dear , Miss , you are soaked ! Wow , it's really raining heavily outside . __eou__ Yes , it sure is . I had to run here from work ! I need to rush as I'm on my lunch break . __eou__ Well please , why don't you go ahead of me in line ? I'm in no hurry . __eou__ Oh , that's so nice of you ! Thank you very much . __eou__ My pleasure Miss . Actually , could you recommend what to eat here ? I've never been here before . __eou__ Sure . Well , the avocado sandwich is delicious , and it's the healthiest thing on the menu . Personally , I think the beef salad is the tastiest choice . I usually get that . Also , the milkshakes are the best milkshakes in town ! __eou__ Well , thanks for the suggestions . __eou__ Oh , don't mention it . __eou__","inform, inform, directive, commissive, directive, directive, commissive, inform","no emotion, no emotion, no emotion, happiness, happiness, no emotion, happiness, happiness"
7582,Relationship,"I can't seem to progress up the career ladder no matter how hard I try and I have been here for 2 years already ! __eou__ Well , have you thought of getting an MBA ? I heard it does wonders in getting you to the top . __eou__ An MBA , hey . . . well my degree wasn't in business , the business schools won't be interested in me . __eou__ Nonsense ! The business schools measure your ability through a test called GMAT . __eou__ GMAT ? What does that stand for and what will the test contain ? __eou__ Graduate Management Admission Test , it contains three parts __eou__ Okay , this sounds a little tough , how am I supposed to practice for this ? __eou__ Up to you , you could have a one on one session with a tutor or group sessions , you can also use free or private computer software . Going to church might help as well ! __eou__ No matter what I do , I'm going to ace this test and go on to become a corporate fat cat ! __eou__ Umm . . . That's the spirit ! __eou__","inform, question, inform, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7583,Relationship,"Hi , Michelle . Do you need to use the photocopier ? __eou__ Oh , hi Jeremy . No please , go ahead . So how are you , Jeremy ? I was talking to Linda about you only last week . __eou__ Oh , I'm fine , thanks . I'm super busy with work actually . Did you hear about the Lawson contract ? __eou__ No , tell me more . __eou__ Well , I was discussing the contract with Bill and he said that they met the head of Lawsons last week . __eou__ And . __eou__ And hopefully they are going to confirm the deal on Wednesday , fingers crossed . __eou__ That's great news , Jeremy . Congratulations ! Anyway , I must get back , but give my regards to your wife Monica . __eou__ I will , Michelle . Speak to you soon . __eou__","question, question, question, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7584,Relationship,"Let ' s got out tomorrow night . We can go to a bar and try to find you a girlfriend . __eou__ I don ' t think that ' s a good idea . I am just not good with approaching someone and starting up a conversation . __eou__ Maybe you just need a few pick-up lines , you know , break the ice . __eou__ Pick-up lines don ' t work ! __eou__ Come on ! You can just walk up to a girl and say “ If you were a booger I \ ' d pick you first . ” __eou__ What ? Come on ! That ’ s just lame ! No girl would fall for that ! __eou__ Fine , then you can say , “ So there you are ! I ' Ve been looking all over for YOU , the woman of my dreams ! ” __eou__ That ' s a good one ! I think that ' s pretty funny . __eou__ Yeah , so you make her laugh , you make a fool of yourself a little bit and then you buy her a drink . __eou__ Ok , how does this sound , “ I was so enchanted by your beauty that I ran into that wall over there . So I am going to need your name and number for insurance purposes . ” __eou__ Nice ! Let ' s go ! __eou__","directive, commissive, inform, inform, inform, question, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7586,Relationship,"I have made up my mind . I am getting a tattoo . __eou__ Really ? Are you sure ? __eou__ Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back . __eou__ Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot ! __eou__ Really ? __eou__ Of course ! They use this machine with a needle that pokes your skin and inserts the ink . __eou__ Oh , I didn ’ t know that ! I thought they just paint it on your skin or something . __eou__ I think you should reconsider and do some more research about tattoos . Also , find out where the nearest tattoo parlor is and make sure they used sterilized needles , and that the place is hygienic . __eou__ Maybe I should just get a tongue piercing ! __eou__","inform, question, inform, inform, question, inform, inform, inform, inform","no emotion, surprise, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, no emotion"
7587,Relationship,"Are you excited about your trip next month ? __eou__ Yes and no . I can ' t wait to go to Europe , but at the same time I am terrified . __eou__ Why ? __eou__ Well , I have acrophobia . I have a chronic fear of flying . __eou__ Oh really ? I have an uncle who is also terrified of flying . It ' s not that bad though , I mean , it is pretty scary to be in this big machine flying through the air at seven hundred miles per hour . I actually have arachnophobia . __eou__ You ' re scared of spiders ? I actually have two more phobias . Acrophobia and glossophobia . __eou__ I guess that explains why you are afraid of flying , but public speaking is not that bad . __eou__ Are you kidding ? When I get on stage , my palms start to sweat , I get really nervous and I can hardly speak . __eou__ Well , I must confess I am a bit claustrophobic . I hate being in an elevator for more than 5 seconds . __eou__ We are such weirdos right ? __eou__","question, inform, question, inform, question, question, inform, question, inform, question","no emotion, no emotion, no emotion, fear, surprise, surprise, no emotion, surprise, no emotion, no emotion"
7592,Relationship,"What are you doing ? __eou__ What am I doing ? What am I doing ? Don ’ t you know what day it is ? __eou__ Mumm . no . __eou__ It ’ s only the day when the world ’ s biggest sporting event is kicking off . __eou__ What ? __eou__ The World Cup ! The first match is today ! It ’ s Mexico vs . South Africa ! It ’ s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa will probably dominate the first half since they are the host country , and all . __eou__ I have no idea what you ’ re talking about . The only sporting event we watch at home is the Super Bowl . __eou__ This is bigger than the Super Bowl , man ! Teams from 32 countries compete against each other every four years and fight to win that trophy . They first start in a group stage with bigger groups , each group having 4 teams . The top 2 teams pass on to an elimination stage before going on to the quarter final sand semifinals . __eou__ Sounds interesting , but soccer doesn ’ t really appeal to me . __eou__ Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ’ s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will become the next champion . So far Brazil is the team with the most titles under their belt ; they ’ re really good ! __eou__ All I know about soccer is that you can ’ t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me ! __eou__ Whatever dude , I ’ m going to go watch the opening match . __eou__","question, question, inform, inform, question, inform, inform, inform, inform, inform, inform, inform","no emotion, surprise, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion"
7594,Relationship,"Oh , George , what a beautiful day it is today ! The sun is hot and there are just a few clouds scattered here and there ! What a perfect day to be at the beach ! The kids are going to have so much fun ! And we ’ ll be able to relax in the sun while they ’ re playing . __eou__ It does seem like the perfect day ! I ’ m glad we chose to get out of the city and enjoy the nice weather ! This looks like the perfect spot ! Ok kids , put on your sunscreen while your mom and I set up camp . Here , Mary , help me lay down these beach towels . __eou__ There we go . Can you help me with the umbrella ? Perfect . __eou__ Ok kids , here ’ sa beach ball and a Frisbee , a pail and a shovel . I want to see an impressive sandcastle by the time we leave . Don ’ t stray too far . Wait ! Leave your sandals here or put on your wet shoes . __eou__ And stay in the shallow area . I don ’ t want to see you go any farther than that sandbar ! It ’ s too deep out there and we didn ’ t bring your floatier . __eou__ You ’ re back already ? The water was too cold , huh ? I ’ ll tell you a secret . Do you see that small pool of water over there ? It ’ ll be warmer in there . Go see if you can find some seashells or catch some minnows . __eou__ What is that ? A jellyfish ? Jeremy , put that down right now ! It could sting you ! __eou__ Ah ! Not on me ! Ow ! __eou__","inform, inform, question, inform, inform, question, question, inform","happiness, happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion"
7595,Relationship,"Trina , will you marry me ? __eou__ Yes ! Yes ! And yes ! Jared , of course I ’ ll marry you ! __eou__ Oh , Babe , I can ’ t wait to spend the rest of my life with you ! I can ’ t wait for all the adventures we ’ re going to have , for all the fights and the laughter . I can ’ t wait to grow old and wrinkly with you . __eou__ Oh , Jared ! I can ’ t wait for our wedding ! I hope you don ’ t mind , but I ’ Ve already chosen a date ! Six months from now in the summer ! Melissa saw you buying the ring last month so I ’ Ve had plenty of time to start planning ! __eou__ She what ? __eou__ Oh don ’ t worry , sweetie , I didn ’ t know when you were going to propose . It was still a nice surprise ! As I was saying , I ’ Ve got it all planned out . There ’ s almost nothing left to do ! I wrote up our guest list and we will have roughly four hundred guests attending . __eou__ Four hundred ? __eou__ No need to sweat it . My parents agreed to pay for most of the wedding , which is going to be low-budget anyway . So roughly four hundred people , which means that the hall at Northwoods Heights will be our reception venue . I thought it would be nice if we had the wedding at your parents ’ church and my uncle of course would be officiating . We ’ ll meet with him soon for some pre-wedding counseling . The music for the wedding ceremony was a no-brainer . My step-sister and her string quartet will take care of that . My cousin will be the official photographer . I thought it would also be nice if his daughter could sing a solo . Did you know that she ’ s going to be a professional opera singer ? __eou__ Ah ... __eou__ And then of course the ladies at the church would love to be our caterers for the banquet and we ’ ll get the Youth Group to serve us . I was thinking that your friend ’ s band could be our entertainment for the night . though they might have to tone it down a bit . Or we could hire a DJ . Your sister ’ s husband could get us a discount with that company that does the decor at weddings . what ’ s their name again ? I was thinking that we could have an island paradise-themed wedding and our theme color would be a soothing blue like Aquamarine . And there will be a huge seashell on the wall behind the podium where we ’ ll make our toasts ! What do you think of small packages of drink mixes for our wedding favors ? Who else am I missing ? Oh , your uncle could be our florist and his wife could make our wedding cake ! __eou__ Wow . __eou__ See ? It ’ s going to be wonderful ! Oh this wedding is going to be everything I ever dreamed of . __eou__ If I survive the next six months . __eou__","directive, commissive, inform, inform, question, inform, question, question, inform, inform, inform, question, inform","happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion"
7603,Relationship,"Hi honey ! You ’ ll never guess what ! My friends Julie and Alex are getting married ! __eou__ Wow that ’ s great news ! They ’ re a great couple ! __eou__ I know ! Anyways I just talked to Alex ’ s best man and he is organizing the bachelor party It ’ s gonna be so much fun ! All the groomsmen are thinking up all the wacky and crazy things we are going to do that night . __eou__ You aren ’ t going to a strip club , are you ? I don ’ t want you getting a lap dance from some stripper with the excuse that it ’ s your friends party . __eou__ Aw come on ! It ’ s just some innocent fun ! You know how these things are ! We are gonna play drinking games , get him some gag gifts and just have a good time . Nothing too over the top . __eou__ Well , I don ’ t know . __eou__ Come on ! If one of your friends was getting married I wouldn ’ t mind you going to her bachelorette party ! __eou__ Good , because my friend Wendy is getting married and I ’ m organizing her party ! __eou__","inform, inform, inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, happiness"
7604,Relationship,"Man , I ’ m freaking out ! You gotta help me ! __eou__ Whoa , whoa , take it easy , relax . Geez , you ’ re sweating like a pig ! What ’ s going on ? __eou__ I can ’ t go through with this ! I just can ’ t ! I ’ m not ready for marriage ! What was I thinking ? I ’ m only thirty five years old ! I ’ Ve got my entire life ahead of me , adventures waiting ! I can ’ t settle down yet ! __eou__ What are you talking about ? It wasn ’ t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family ! __eou__ I know . I know ! __eou__ Let ’ s think this through . First of all , you cannot leave Amy at the altar . Not only will she be humiliated and kill you , but she is the woman that you love and the woman of your dreams ! Why would you want to end that or jeopardize it like this ? Second of all , you are just getting cold feet . You know deep down inside that you want to marry her , so cut the crap and do it ! __eou__ You ’ re right . I ’ m being crazy ! Ok , I ’ m ready , let ’ s do this ! __eou__ Great ! Phew ! That was a close one ! You had me going there for a minute I thought I was gonna have to slap some sense into you . __eou__","inform, question, question, question, inform, inform, inform, inform","no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7609,Relationship,"It's almost midnight ! We are about to start a brand new year ! __eou__ I know it's so exciting ! A new year is always like a clean slate . Fresh start to accomplish any dreams , objectives and goals . __eou__ Do you have a New Year's resolution ? __eou__ I was thinking about it , but I'm never able to keep my New Year's resolution . Last year for example I joined a gym and only went twice . __eou__ Yeah I know what you mean . That's why this year I am keeping things more simple . Maybe like getting together with friends I haven't seen in a long time , or doing some volunteering work . __eou__ That seems reasonable . We should get together and watch the ball drop in Times Square . __eou__ Sure , as long as you don't try to kiss me at midnight ! __eou__ Well , we can't break tradition ! It's bad luck ! __eou__","inform, inform, question, inform, inform, inform, inform, inform","happiness, happiness, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
7612,Relationship,"Hey Michelle , jump in quick . It's pouring out there ! __eou__ Oh , hi Melissa . Are you going to the conference too ? I was planning to pick up Mr . Campbell . __eou__ Yes , he told me . We need to pick him up at his hotel and then go to the conference . __eou__ Oh I see , okay . So I heard you got married . Congratulations ! __eou__ Ah thank you ! I'm very excited . We were going to get married next year , but then we decided to get married on holiday instead . It was wonderful . __eou__ That sounds so romantic ! Jack and I were hoping to get married in Europe next year , but we had to postpone our plans . We just don't have the money ! __eou__ I know what you mean . I think Shanghai is getting more and more expensive , don't you ? __eou__ I sure do . In my opinion , it's actually becoming more expensive than back home . __eou__ Definitely . Oh , there's Mr . Campbell . Driver , can you stop here please ? __eou__","inform, question, inform, inform, inform, inform, question, question, directive","no emotion, no emotion, no emotion, happiness, happiness, happiness, no emotion, no emotion, no emotion"
7614,Relationship,"Hey Michelle . Good to see you . Are you at lunch ? __eou__ Oh hi Jim . No I just got back . I thought you were on vacation now . __eou__ No , I wish I was ! I just got back from Spain actually . __eou__ Oh wonderful ! Have you been there before or was it your first time ? __eou__ My first time . I've traveled around Europe a lot , but this was my first time to Spain . It was amazing , and the weather was just beautiful ! No rain , and just sun , sun , sun ... __eou__ I'm so jealous of you . I've never been anywhere in Europe . I've always dreamed of traveling around and seeing the sights . __eou__ Well , I really recommend Spain . You really should go . Anyway , it's been great to catch up , but I must be going , this is my floor . Speak again soon I hope . __eou__","question, inform, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, happiness, happiness, happiness, happiness"
